Compound Name	Chemical Formula	SMILES	Names	Object ID	InChI-Key
cyanidin 3-<i>O</i>-(&beta;-D-xylosyl-(1&rarr;2)-&beta;-D-galactoside)	C26H28O15	C(O)[C@@H]5([C@H](O)[C@H](O)[C@@H](O[C@H]1([C@H](O)[C@@H](O)[C@H](O)CO1))[C@H](OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O)\[O-])))O5)	cyanidin 3-O-(beta-D-xylosyl-(1->2)-beta-D-galactoside)	CPD-15012	InChIKey=ZPPQIOUITZSYAO-MNOAYJSQSA-N
cyanidin 3-<i>O</i>-&beta;-(2-<i>O</i>-&beta;-D-glucosyluronate)-&beta;-D-glucoside	C27H27O17	C(O)[C@@H]4([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2(\C(C1(\C(/[R1])=C([R2])/C(\[R3])=C([R4])\C(/[R5])=1))=[O+]C3(\C(/C=2)=C([R6])/C(\[R7])=C([R8])\C(/[R9])=3)))O4)	cyanidin 3-O-beta-(2-O-beta-D-glucosyluronate)-beta-D-glucoside	CPD-12729	InChIKey=QLKOQFLYESIQLL-ZJNQYPEASA-M
cyanidin 3-<i>O</i>-&beta;-<i>D</i>-(caffeoyl)-sambubioside	C35H34O18	C6(/C=C(C(/O)=C\C(/C=C/C(=O)OC[C@H]5(O[C@@H](OC1(\C(=[O+]C2(\C(/C=1)=C(/C=C(/C=2)/O)\[O-]))C3(\C=C/C(/O)=C(/C=3)/O)))[C@H](O[C@@H]4(OC[C@@H](O)[C@H](O)[C@@H](O)4))[C@@H](O)[C@H](O)5))=6)/O)	cyanidin 3-O-beta-D-(caffeoyl)-sambubioside // cyanidin 3-O-[2"-O-xylosyl) 6"-O-(caffeoyl) glucoside	CPD-18097	InChIKey=XGQPXBKBCOHIQI-YONICNLVSA-N
cyanidin 3-<i>O</i>-&beta;-<i>D</i>-(p-coumaroyl)-sambubioside	C35H34O17	C6(/C=C(\C=C/C(/C=C/C(=O)OC[C@H]5(O[C@@H](OC1(\C(=[O+]C2(\C(/C=1)=C(/C=C(/C=2)/O)\[O-]))C3(\C=C/C(/O)=C(/C=3)/O)))[C@H](O[C@@H]4(OC[C@@H](O)[C@H](O)[C@@H](O)4))[C@@H](O)[C@H](O)5))=6)/O)	cyanidin 3-O-beta-D-(p-coumaroyl)-sambubioside // cyanidin 3-O-[2"-O-xylosyl) 6"-O-(p-coumaroyl) glucoside	CPD-16536	InChIKey=KMIJRKZNTFVLAI-YONICNLVSA-N
cyanidin 3-<i>O</i>-&beta;-<i>D</i>-caffeoylglucoside	C30H25O14	C(O)[C@@H]4([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2(\C(C1(\C(/[R1])=C([R2])/C(\[R3])=C([R4])\C(/[R5])=1))=[O+]C3(\C(/C=2)=C([R6])/C(\[R7])=C([R8])\C(/[R9])=3)))O4)	cyanidin 3-O-beta-D-caffeoylglucoside // cyanidin 3-O-[6"-O-(caffeoyl)] glucoside	CPD-18098	InChIKey=RTVUMLBJQCCROY-SHPGVJHPSA-M
cyanidin 3-<i>O</i>-&beta;-<i>D</i>-p-coumaroylglucoside	C30H25O13	C([C@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)OC2(\C(=[O+]C3(\C(/C=2)=C(/C=C(/C=3)/[O-])\[O-]))C4(\C=C/C(/O)=C(/C=4)/O))))OC(/C=C/C5(\C=C/C(/O)=C\C=5))=O	cyanidin 3-O-beta-D-p-coumaroylglucoside // cyanidin 3-(p-coumaroyl)-glucoside // cyanidin 3-O-[6"-O-(p-coumaroyl)] glucoside	CPD-16541	InChIKey=QAOBEOXFSUJDJL-SHPGVJHPSA-M
cyanidin 3-<i>O</i>-&beta;-<i>D</i>-sambubioside	C26H27O15	C5(\C(\C4(\[O+]=C1(C(/C(/[O-])=C\C(\[O-])=C/1)=C/C(/O[C@@H]3(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O[C@@H]2(OC[C@@H](O)[C@H](O)[C@@H](O)2))3)CO))=4)))=C/C(/O)=C(\C=5)/O)	cyanidin 3-O-beta-D-sambubioside // sambicyanin // cyanidin 3-sambubioside // cyanidin-3-xyloglucoside // cyanidin 3-O-[2"-O-(xylosyl)] glucoside	CPD-16535	InChIKey=ZPPQIOUITZSYAO-AOBOYTTNSA-M
cyanidin 3-<i>O</i>-glucoside-7-<i>O</i>-(6-<i>O</i>-(4-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucosyl)-oxybenzoyl)-glucoside)	C47H48O25	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C/C(/O)=C(/C=2)/O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O[C@@H]8(O[C@H](COC(=O)C7(\C=C/C(/O[C@@H]6(O[C@H](COC(=O)C5(\C=C/C(/O)=C\C=5))[C@@H](O)[C@H](O)[C@@H](O)6))=C\C=7))[C@@H](O)[C@H](O)[C@@H](O)8))\[O-])))	cyanidin 3-O-glucoside-7-O-(6-O-(4-O-(6-O-(p-hydroxybenzoyl)-glucosyl)-oxybenzoyl)-glucoside)	CPD-16604	InChIKey=CLTBEBVDVYGILF-BDNNUWMGSA-N
cyanidin 3-<i>O</i>-glucoside-7-<i>O</i>-(6-<i>O</i>-(4-<i>O</i>-(glucosyl)-oxybenzoyl)-glucoside)	C40H44O23	C(O)[C@@H]7([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC6(\C=C/C(/C(OC[C@@H]5([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC4(\C=C2(C(\C=C(C(C1(\C=C/C(/O)=C(/C=1)/O))=[O+]2)\O[C@H]3([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3))=C(/C=4)/[O-])))O5))=O)=C\C=6))O7)	cyanidin 3-O-glucoside-7-O-(6-O-(4-O-(glucosyl)-oxybenzoyl)-glucoside)	CPD-16603	InChIKey=LDIXBGSLVBJRGV-WCEUWYDISA-N
cyanidin 3-<i>O</i>-glucoside-7-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucoside)	C34H34O18	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C/C(/O)=C(/C=2)/O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O[C@@H]6(O[C@H](COC(=O)C5(\C=C/C(/O)=C\C=5))[C@@H](O)[C@H](O)[C@@H](O)6))\[O-])))	cyanidin 3-O-glucoside-7-O-(6-O-(p-hydroxybenzoyl)-glucoside)	CPD-16602	InChIKey=MAKSAUYRROQEOB-POBDBQMVSA-N
cyanidin 3-O-rhamnosylglucoside	C27H30O15	C(O)[C@@H]1([C@H]([C@H](O)[C@@H](O)[C@@H](O1)OC2(\C(=[O+]C3(\C(/[R8])=C([R7])/C(\[R6])=C(C(\C=2)=3)/O[C@H]5([C@H](O)[C@H]([C@H](O)[C@@H](COC(/C=C/C4(\C=C/C(/O)=C\C=4))=O)O5)O)))C6(\C(/[R1])=C([R2])/C(\[R3])=C([R4])\C(/[R5])=6)))O)	cyanidin 3-O-rhamnosylglucoside // CYANIDIN-3-O-D-RHAMNOSYL-(1,6)-D-GLUCOSIDE	CYANIDIN-3-O-RHAMNOSYLGLUCOSIDE	InChIKey=USNPULRDBDVJAO-SXXMCEBJSA-N
cyanidin 3-<i>O</i>-sophoroside	C27H30O16	C(O)[C@@H]4([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2(\C(C1(\C(/[R1])=C([R2])/C(\[R3])=C([R4])\C(/[R5])=1))=[O+]C3(\C(/C=2)=C([R6])/C(\[R7])=C([R8])\C(/[R9])=3)))O4)	cyanidin 3-O-sophoroside	CPD-7842	InChIKey=SXYMMDGPXYVCER-HAHCJQHHSA-N
cyanidin 3-<i>O</i>-[2"-<i>O</i>-(2"'-<i>O</i>-(sinapoyl) xylosyl) 6"-<i>O</i>-(p-coumaroyl) glucoside] 5-<i>O</i>-[6""-<i>O</i>-(malonyl) glucoside	C55H55O29	COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)O[C@H]8([C@H](O[C@H]2([C@@H](O[C@@H]([C@@H](O)[C@H](O)2)COC(/C=C/C3(\C=C/C(/O)=C\C=3))=O)OC4(\C(=[O+]C5(\C=C(/C=C(C(\C=4)=5)/O[C@@H]6(O[C@H](COC(=O)CC(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)6))\[O-]))C7(\C=C/C(/O)=C(/C=7)/O))))OC[C@@H](O)[C@H](O)8))\OC)	cyanidin 3-O-[2"-O-(2"'-O-(sinapoyl) xylosyl) 6"-O-(p-coumaroyl) glucoside] 5-O-[6""-O-(malonyl) glucoside // arabidopsis anthocyanin A9	CPD-16539	InChIKey=MAKMINQMKSULBY-GWCBQTKKSA-M
cyanidin 3-<i>O</i>-[2"-<i>O</i>-(2"'-<i>O</i>-(sinapoyl) xylosyl) 6"-<i>O</i>-(p-<i>O</i>-(glucosyl)-p-coumaroyl) glucoside] 5-<i>O</i>-[6""-<i>O</i>-(malonyl) glucoside	C61H65O34	COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)O[C@H]9([C@H](O[C@H]2([C@@H](O[C@@H]([C@@H](O)[C@H](O)2)COC(/C=C/C4(\C=C/C(/O[C@H]3([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3))=C\C=4))=O)OC5(\C(=[O+]C6(\C(/C=5)=C(/C=C(/C=6)/[O-])\O[C@@H]7(O[C@H](COC(=O)CC(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)7)))C8(\C=C/C(/O)=C(/C=8)/O))))OC[C@@H](O)[C@H](O)9))\OC)	cyanidin 3-O-[2"-O-(2"'-O-(sinapoyl) xylosyl) 6"-O-(p-O-(glucosyl)-p-coumaroyl) glucoside] 5-O-[6""-O-(malonyl) glucoside // cyanidin 3-O-[6-O-(4-O-beta-D-glucosyl-p-coumaroyl)-2-O-(2-O-sinapoyl-beta-D-xylosyl)-beta-D-glucosyl]-5-O-(6-O-malonyl-beta-D-glucoside) // arabidopsis anthocyanin A11	CPD-16540	InChIKey=QRNIDVBVORPNBX-YYZQHOFDSA-M
cyanidin 3-<i>O</i>-[2"-<i>O</i>-(xylosyl)-6"-<i>O</i>-(p-coumaroyl) glucoside] 5-<i>O</i>-glucoside	C41H44O22	C(O)[C@@H]7([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC6(\C=C(/C=C1(C(\C=C(C(=[O+]1)C2(\C=C/C(/O)=C(/C=2)/O))\O[C@@H]4(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))4)COC(/C=C/C5(\C=C/C(/O)=C\C=5))=O))=6))\[O-]))O7)	cyanidin 3-O-[2"-O-(xylosyl)-6"-O-(p-coumaroyl) glucoside] 5-O-glucoside // arabidopsis anthocyanin A3	CPD-16537	InChIKey=JSYDBTWJIIAZPU-NEVABJEQSA-N
cyanidin 3-<i>O</i>-[2"-<i>O</i>-(xylosyl)-6"-<i>O</i>-(p-coumaroyl) glucoside] 5-<i>O</i>-malonylglucoside	C44H45O25	C(OC(=O)CC(=O)[O-])[C@@H]7([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC1(\C2(/C=C(C(=[O+]C(\C=C(/C=1)\[O-])=2)C3(\C=C/C(/O)=C(/C=3)/O))/O[C@@H]5(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O[C@@H]4(OC[C@@H](O)[C@H](O)[C@@H](O)4))5)COC(/C=C/C6(\C=C/C(/O)=C\C=6))=O))))O7)	cyanidin 3-O-[2"-O-(xylosyl)-6"-O-(p-coumaroyl) glucoside] 5-O-malonylglucoside // arabidopsis anthocyanin A5	CPD-16538	InChIKey=JKGXHHXZZLNEGD-XINMMMEUSA-M
cyanidin 3-<i>O</i>-[6-<i>O</i>-(4-<i>O</i>-&beta;-D-glucosyl-<i>p</i>-coumaroyl)-2-<i>O</i>-(&beta;-D-xylosyl)-&beta;-D-glucosyl]-5-<i>O</i>-(6-<i>O</i>-malonyl-&beta;-D-glucoside)	C50H55O30	C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC8(\C=C/C(/C=C/C(=O)OC[C@@H]3([C@@H](O)[C@H](O)[C@@H](O[C@H]2([C@H](O)[C@@H](O)[C@H](O)CO2))[C@@H](O3)OC5(\C(C4(\C=C(C(/O)=C\C=4)\O))=[O+]C6(\C=C(/C=C(C(\C=5)=6)/O[C@H]7([C@H](O)[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(=O)[O-])O7))\[O-]))))=C/C=8))	cyanidin 3-O-[6-O-(4-O-beta-D-glucosyl-p-coumaroyl)-2-O-(beta-D-xylosyl)-beta-D-glucosyl]-5-O-(6-O-malonyl-beta-D-glucoside)	CPD-15234	InChIKey=NXTHTMNXJOEVLR-RBRVVFPSSA-M
cyanidin 5-<i>O</i>-&beta;-D-glucoside	C21H19O11	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C4(/C=C(C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C(\C=C(/C=3)\[O-])=4)/[O-])))	cyanidin 5-O-beta-D-glucoside	CPD-7386	InChIKey=PWORRIQTGXEXBH-GQUPQBGVSA-M
cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside 3-<i>O</i>-&beta;-<i>D</i>-sambubioside	C32H38O20	C6(\C(\C5(\[O+]=C2(C(/C(/O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))=C\C(\[O-])=C/2)=C/C(/O[C@@H]4(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))4)CO))=5)))=C/C(/O)=C(\C=6)/O)	cyanidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside // cyanidin 3-sambubioside 5-glucoside	CPD-18094	InChIKey=OLBLWNPOURNBCY-MRBLLYQQSA-N
cyanidin <i>O</i>-O-[6-<i>O</i>-(6-<i>O</i>-4-hydroxycinnamoyl-&beta;-D-glucosyl)-2-<i>O</i>-&beta;-D-xylosyl-&beta;-D-galactoside]	C41H43O22	C(OC(/C=C/C1(\C=C/C(/O)=C\C=1))=O)[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O2)OC[C@@H]4([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))[C@H](O4)OC6(\C(C5(\C=C(C(/O)=C\C=5)\O))=[O+]C7(\C(/C=6)=C(/C=C(/C=7)/[O-])\[O-]))))	cyanidin O-O-[6-O-(6-O-4-hydroxycinnamoyl-beta-D-glucosyl)-2-O-beta-D-xylosyl-beta-D-galactoside]	CPD-15000	InChIKey=AVYXHYMPVRRQIG-XKWKOXAYSA-M
cyanidin <i>O</i>-O-[6-<i>O</i>-(6-<i>O</i>-feruloyl-&beta;-D-glucosyl)-2-<i>O</i>-&beta;-D-xylosyl-&beta;-D-galactoside]	C42H45O23	COC1(/C=C(\C=C/C(/O)=1)/C=C/C(=O)OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O2)OC[C@@H]4([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))[C@H](O4)OC6(\C(C5(\C=C(C(/O)=C\C=5)\O))=[O+]C7(\C(/C=6)=C(/C=C(/C=7)/[O-])\[O-])))))	cyanidin O-O-[6-O-(6-O-feruloyl-beta-D-glucosyl)-2-O-beta-D-xylosyl-beta-D-galactoside]	CPD-16529	InChIKey=MUQNMJSHMPEZCV-XLVPMNATSA-M
cyanidin <i>O</i>-O-[6-<i>O</i>-(6-<i>O</i>-sinapoyl-&beta;-D-glucosyl)-2-<i>O</i>-&beta;-D-xylosyl-&beta;-D-galactoside]	C43H47O24	COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O2)OC[C@@H]4([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))[C@H](O4)OC6(\C(C5(\C=C(C(/O)=C\C=5)\O))=[O+]C7(\C(/C=6)=C(/C=C(/C=7)/[O-])\[O-])))))\OC)	cyanidin O-O-[6-O-(6-O-sinapoyl-beta-D-glucosyl)-2-O-beta-D-xylosyl-beta-D-galactoside]	CPD-16528	InChIKey=LWQKGKRDBZVYNE-ZYUIURBGSA-M
cyanidin-3-<i>O</i>-&beta;-D-galactoside	C21H20O11	C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O)\[O-])))	cyanidin-3-O-beta-D-galactoside // cyanidin 3-O-beta-D-galactose	CPD-14998	InChIKey=RKWHWFONKJEUEF-WVXKDWSHSA-N
cyanidin-3-<i>O</i>-&beta;-D-glucoside	C21H19O11	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/[O-])\[O-])))	cyanidin-3-O-beta-D-glucoside // kuromanin // cyanidin 3-O-beta-D-glucopyranoside // cyanidin-3-O-glucoside // Chrysanthemin	CPD1F-766	InChIKey=RKWHWFONKJEUEF-GQUPQBGVSA-M
cyanidin-3-<i>O</i>-rutinoside	C27H30O15	C(O)[C@@H]4([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2(\C(C1(\C(/[R1])=C([R2])/C(\[R3])=C([R4])\C(/[R5])=1))=[O+]C3(\C(/C=2)=C([R6])/C(\[R7])=C([R8])\C(/[R9])=3)))O4)	cyanidin-3-O-rutinoside // cyanidin 3-rhamnoglucoside // keracyanin // sambucin // antirrhinin // cyanidin 3-rutinoside // cyanidin-3-O-alpha-L-rhamnosyl-(1->6)-beta-D-glucoside	CPD-15001	InChIKey=USNPULRDBDVJAO-FXCAAIILSA-N
cyanidin-3-<i>O</i>-rutinoside-5-<i>O</i>-&beta;-D-glucoside	C33H40O20	C(O)[C@@H]1([C@H]([C@H](O)[C@@H](O)[C@@H](O1)OC5(\C(/[R6])=C([R7])/C(\[R8])=C2(C(\C=C(C(=[O+]2)C3(\C(/[R1])=C([R2])/C(\[R3])=C([R4])\C(/[R5])=3))\O[C@H]4([C@H](O)[C@H]([C@H](O)[C@@H](CO)O4)O))=5)))O)	cyanidin-3-O-rutinoside-5-O-beta-D-glucoside // cyanidin 3-rutinoside-5-glucoside // a cyanidin-3-O-rutinoside-5-O-beta-D-glucoside	CPD-15002	InChIKey=DFJZNAHUOVEDQB-HWKLKBEVSA-N
cyanoborohydride	C1H1N1B1	C(#N)[R]	cyanoborohydride	CPD0-1399	InChIKey=IUDSCMPRPHGDII-UHFFFAOYSA-N
cyanocob(II)inamide	C49H72N12O8Co1	C[C@@H](O)CNC(=O)CC[C@]1(C)([C@@H](CC(=O)N)[C@@H]8([C@@]6(C)([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C7(\C(/C)=C4([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C5(\C=C2(C(C)(C)[C@H](CCC(N)=O)C3(\C(/C)=C1/N([Co-3](C#N)([N+]\2=3)([N+]4=5)[N+]\6=7)8))))))))	cyanocob(II)inamide	CPD-22314	InChIKey=BSMRPASJIDWULJ-VUCSARQQSA-M
cyanocob(III)alamin	C63H88N14O14P1Co1	CC%12(\C=C2(C(/N3([C@H]%11(O[C@H](CO)[C@@H](OP(=O)(O[C@@H](C)CNC(=O)CC[C@]1(C)([C@@H](CC(=O)N)[C@@H]%10([C@@]6(C)([C@](CC(=O)N)(C)[C@H](CCC(=O)N)C7(\C(/C)=C8([C@](CC(=O)N)(C)[C@H](CCC(=O)N)C9(\C=C4(C(C)(C)[C@H](CCC(=O)N)C5(\C(/C)=C1/N([Co-3]([N+]/2=C/3)(C#N)([N+]\4=5)([N+]\6=7)[N+]8=9)%10)))))))))[O-])[C@@H](O)%11)))=C\C(/C)=%12))	cyanocob(III)alamin // Coalpha-[alpha-(5,6-dimethylbenzimidazolyl)]-Cobeta-cyanocobamide // cyanocobalamin // rubramin // vitamin B12 // alphamine // crystamine // cyanoject // cyomin // cytamen // hydrobexan // rubesol	CPD-315	InChIKey=RMRCNWBMXRMIRW-WZHZPDAFSA-L
cyanocycline A	C22H26N4O5	CC3(/C(C4(/C2(C5(C6(C(C1(N(CCO1)2))CC(C(C#N)N(C(CO)C(\C(C(/OC)=3)=O)=4)5)N(C)6)))))=O)	cyanocycline A	CPD-18027	InChIKey=KDWXMIJUXUSUMZ-UHFFFAOYSA-N
cyanophos	C9H10N1O3P1S1	C(#N)[R]	cyanophos // O-4-cyanophenyl O,O-dimethyl phosphorothioate	CPD-8968	InChIKey=SCKHCCSZFPSHGR-UHFFFAOYSA-N
cyanophycin primer	C30H53N15O13	C(NC(N)=[NH2+])CC[C@@H](C([O-])=O)NC(C[C@@H](C(N[C@@H](CC(=O)N[C@H](C([O-])=O)CCCNC(N)=[NH2+])C(N[C@@H](CC(=O)N[C@H](C([O-])=O)CCCNC(N)=[NH2+])C([O-])=O)=O)=O)[NH3+])=O	cyanophycin primer // [N-beta-aspartylarginine]3 // [L-4-(L-arginin-2-N-yl)aspartate]3 // [L-Asp(4-L-Arg)] hexapeptide	CPD-14416	InChIKey=SHZNCSVWZLZUED-QQCJEOGWSA-N
cyanophycin primer-L-aspartate	C34H57N16O16	C(NC(N)=[NH2+])CC[C@@H](C([O-])=O)NC(C[C@@H](C(N[C@@H](CC(=O)N[C@H](C([O-])=O)CCCNC(N)=[NH2+])C(N[C@@H](CC(=O)N[C@H](C([O-])=O)CCCNC(N)=[NH2+])C(N[C@@H](CC([O-])=O)C([O-])=O)=O)=O)=O)[NH3+])=O	cyanophycin primer-L-aspartate	CPD-14417	InChIKey=XGIYQBSRCUVADZ-RBZZARIASA-M
cyanuric acid	C3H3N3O3	C1(O)(=NC(/O)=N\C(\O)=N/1)	cyanuric acid // 2,4,6-trihydroxy-s-triazine // sym-triazine-2,4,6-triol // 1,3,5-triazine-2,4,6-triol	CYANURIC-ACID	InChIKey=ZFSLODLOARCGLH-UHFFFAOYSA-N
cycasin	C8H16N2O7	CN(=O)=NCO[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1)	cycasin	CYCASIN	InChIKey=YHLRMABUJXBLCK-LBCXAKKBSA-N
cyclic 2,3-bisphosphoglycerate	C3H3O9P2	C([R])(=O)[O-]	cyclic 2,3-bisphosphoglycerate // DPGS // cyclic 2,3-diphosphoglycerate // cyclic (2R)-2,3-bisphosphoglycerate	CPD-22623	InChIKey=PZJOIILIPTVGFU-REOHCLBHSA-K
cyclic 3',5'-cytidine monophosphate	C9H11N3O7P1	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)	cyclic 3',5'-cytidine monophosphate // cyclic-CMP // cytidine cyclic-monophosphate // cyclic 3',5'-CMP // cytidine 3',5'-cyclic monophosphate // cCMP	CPD-683	InChIKey=WCPTXJJVVDAEMW-XVFCMESISA-M
cyclic 3',5'-thymidine monophosphate	C10H12N2O7P1	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)	cyclic 3',5'-thymidine monophosphate // thymidine 3',5'-cyclic monophosphate	CPD-3733	InChIKey=QSJFDOVQWZVUQG-XLPZGREQSA-M
cyclic 3'5'-uridine monophosphate	C9H10N2O8P1	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)	cyclic 3'5'-uridine monophosphate // uridine 3',5'-cyclic monophosphate	CPD-3727	InChIKey=NXIHNBWNDCFCGL-XVFCMESISA-M
cyclic ADP-ribose	C15H20N5O13P2	C4(OP([O-])(=O)OP(OC[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)N2(\C=N/C3(\C/2=N/C=[N+](C(\N)=3)/[C@@H]5(O[C@H]4[C@@H](O)[C@@H](O)5)))))([O-])=O)	cyclic ADP-ribose // cADPR // cyclic adenosine diphosphate ribose // N1-(beta-D-ribosyl)adenosine 5'(P1),5''(P2)-cyclic diphosphate	CPD-14880	InChIKey=RSEFDAKYCYLNIE-KEOHHSTQSA-M
cyclic dehypoxanthine futalosine	C14H13O7	C([O-])(=O)C3(\C=C2(C(/[C@@]1([C@@H](O)[C@@H](O)C(O)O1)CCC(=O)2)=C\C=3))	cyclic dehypoxanthine futalosine // cyclic dehypoxanthinylfutalosine // cyclic DHFL	CPD-11419	InChIKey=BAUPPZJHTWBQAS-ZZWXXDIBSA-M
cyclic di-3',5'-adenylate	C20H22N10O12P2	C1([C@@H]7([C@@H](OP([O-])(=O)OC[C@@H]4([C@@H](OP([O-])(=O)O1)[C@@H](O)[C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4))[C@@H](O)[C@H](N5(C6(\N=C/N=C(C(\N=C/5)=6)/N)))O7))	cyclic di-3',5'-adenylate // cyclic di-3',5'-AMP // cyclic di-adenosine monophosphate // cyclic diadenosine monophosphate // c-di-AMP	CPD-15225	InChIKey=PDXMFTWFFKBFIN-XPWFQUROSA-L
cyclic di-3',5'-guanylate	C20H22N10O14P2	C1([C@@H]7([C@@H](OP([O-])(=O)OC[C@@H]4([C@@H](OP([O-])(=O)O1)[C@@H](O)[C@H](N2(C3(\N=C(N)/NC(=O)C(\N=C/2)=3)))O4))[C@@H](O)[C@H](N5(C6(\N=C(N)/NC(=O)C(\N=C/5)=6)))O7))	cyclic di-3',5'-guanylate // cyclic di-3',5'-GMP // c-di-guanylate // cyclic bis(3' -> 5') dimeric GMP // c-di-GMP	C-DI-GMP	InChIKey=PKFDLKSEZWEFGL-MHARETSRSA-L
cyclic enterobacterial common antigen	C96H144N12O60	[a polysaccharide]	cyclic enterobacterial common antigen // cyclic ECA // ECAcyc	CPD0-2646	InChIKey=FJSSGXYSDUWRAY-ZLFBYQEASA-J
cyclic Gp(2'-5')Ap(3'-5')	C20H22N10O13P2	C1([C@@H]7([C@@H](O)[C@@H](OP([O-])(=O)OC[C@@H]4([C@@H](OP([O-])(=O)O1)[C@@H](O)[C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4))[C@H](N5(C6(\N=C(N)/NC(=O)C(\N=C/5)=6)))O7))	cyclic Gp(2'-5')Ap(3'-5') // 3',5'-cyclic GMP-AMP // cyclic GMP-AMP // c-GMP-AMP // cyclic-bis(3'->5')-AMP-GMP // cyclo[(3'->5')-guanylyl-(2'->5')-adenylyl] // cyclic 3',5'-AMP-GMP	CPD-15224	InChIKey=XRILCFTWUCUKJR-INFSMZHSSA-L
cyclic pyranopterin monophosphate hydrate	C10H13N5O8P1	C1(OP([O-])(=O)OC2(C1OC3(C(C(O)(O)2)NC4(\C(=O)NC(/N)=N/C(\N3)=4))))	cyclic pyranopterin monophosphate hydrate // precursor Z hydrate // cPMP hydrate // precursor-Zhydrate	CPD-13467	InChIKey=CZAKJJUNKNPTTO-UHFFFAOYSA-M
