Object ID	SMILES
CPD0-1187	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](OP([O-])(=O)[O-])[C@H](O)3)
CPD0-2013	C(O)[C@H]3(O[C@@H](N1(C2(\N=C/N(O)C(C(\N=C/1)=2)=N)))[C@H](O)[C@H](O)3)
CPD0-2086	C(O)[C@H]3(O[C@@H](N1(C2(\C(\[N+](\[O-])=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
CPD-14522	CC(CCC3(O[C@@H](N1(\C=N/C2(\C/1=N/C=N\C(/N)=2)))[C@H](O)[C@H](O)3))C4(CC[C@@]5(C)([C@H]4CC[C@]6(C)([C@@H]5CC[C@H]7([C@](C)6CC[C@@H]8([C@@](C)7CCCC(C)(C)8)))))
CPD-690	CC3(\C%11(/[C@@H](CCC([O-])=O)C(C)(C)C4(\[N+](\[Co-2]15([N+]7(/[C@@](C)([C@H]2([C@H](CC(=O)[O-])[C@@](C)(CCC([O-])=O)C(\N12)=3))[C@@](C)(CC(N)=O)[C@H](CCC([O-])=O)C(\C(/C)=C6([C@@](C)(CC(N)=O)[C@H](CCC([O-])=O)C(\C=4)=[N+]56))=7))(C[C@@H]8([C@H]([C@@H](O)[C@@H](O8)N9(\C=N/C%10(C(/N)=N\C=N/C9=%10)))O)))=%11)))
ADENOSYLCOBINAMIDE-P	C[C@@H](OP([O-])(=O)[O-])CNC(=O)CC[C@]1(C)([C@@H](CC(=O)N)[C@@H]%11([C@@]6(C)([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C7(\C(/C)=C4([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C5(\C=C2(C(C)(C)[C@H](CCC(N)=O)C3(\C(/C)=C1/N([Co-2]([N+]\2=3)([N+]4=5)([N+]\6=7)C[C@@H]8([C@H]([C@@H](O)[C@@H](O8)N9(\C=N/C%10(C(/N)=N\C=N/C9=%10)))O))%11))))))))
ADENOSYLCOBALAMIN	CC%15(\C=C%12(C(/N%13([C@H]%14(O[C@H](CO)[C@@H](OP([O-])(=O)O[C@@H](C)CNC(=O)CC[C@]1([C@@H](CC(N)=O)[C@@H]2([C@@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C4(\C(/C)=C5([C@@](CC(=O)N)([C@H](CCC(N)=O)C6(\C=C7(C(C)(C)[C@H](CCC(N)=O)C8(\C(/C)=C1/N2[Co-3]([N+]\3=4)([N+]5=6)([N+]\7=8)(C[C@@H]9([C@H]([C@@H](O)[C@@H](O9)N%10(\C=N/C%11(\C/%10=N/C=N\C(/N)=%11)))O))[N+]/%12=C/%13))))C)))))(C))[C@@H](O)%14)))=C\C(/C)=%15))
ADENOSYLCOBALAMIN-5-P	CC%15(\C=C%12(C(/N%13([C@H]%14(O[C@H](COP([O-])(=O)[O-])[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@@]1([C@@H](CC(N)=O)[C@@H]2([C@@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C4(\C(/C)=C7([C@@](CC(=O)N)([C@H](CCC(N)=O)C8(\C=C5(C(C)(C)[C@H](CCC(N)=O)C6(\C(/C)=C1/N2[Co-3]([N+]\3=4)([N+]\5=6)([N+]7=8)(C[C@@H]9([C@H]([C@@H](O)[C@@H](O9)N%10(\C=N/C%11(\C/%10=N/C=N\C(/N)=%11)))O))[N+]/%12=C/%13))))C)))))(C))[C@@H](O)%14)))=C\C(/C)=%15))
ADENOSYLCOBINAMIDE	C[C@@H](O)CNC(=O)CC[C@]1(C)([C@@H](CC(=O)N)[C@@H]%11([C@@]6(C)([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C7(\C(/C)=C4([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C5(\C=C2(C(C)(C)[C@H](CCC(N)=O)C3(\C(/C)=C1/N([Co-2]([N+]\2=3)([N+]4=5)([N+]\6=7)C[C@@H]8([C@H]([C@@H](O)[C@@H](O8)N9(\C=N/C%10(C(/N)=N\C=N/C9=%10)))O))%11))))))))
ADENOSYLCOBINAMIDE-GDP	C[C@@H](OP([O-])(=O)OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3))))CNC(=O)CC[C@]4(C)([C@@H](CC(=O)N)[C@@H]%14([C@@]%12(C)([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C%13(\C(/C)=C%10([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C%11(\C=C8(C(C)(C)[C@H](CCC(N)=O)C9(\C(/C)=C4/N([Co-2](C[C@@H]7([C@@H](O)[C@H]([C@H](N5(\C=N/C6(C(/N)=N\C=N/C5=6)))O7)O))([N+]\8=9)([N+]%10=%11)[N+]\%12=%13)%14))))))))
CPD-691	CC5(\C%11(/[C@@H](CCC(N)=O)C(C)(C)C1(\[N+](\[Co-2]36([N+]2(C(/[C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C(\C=1)=2)=C(C)/C7(\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)([C@H]4([C@H](CC(=O)N)[C@@](C)(CCC([O-])=O)C(\N34)=5))[N+]/6=7)))(C[C@@H]8([C@H]([C@@H](O)[C@@H](O8)N9(\C=N/C%10(C(/N)=N\C=N/C9=%10)))O)))=%11)))
ADENYLOSUCC	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-13035	C(OP(=O)([O-])OP(=O)([O-])OCC2(OC1(NC4(/N=C(N)\NC(=O)C(/NC1C3(\S[Mo](=O)(=O)SC\2=3))=4))))[C@H]7(O[C@@H](N5(C6(\C(\N=C/5)=C(N)/N=C\N=6)))[C@H](O)[C@H](O)7)
CPD0-1054	C(OP(OP(NP(=O)([O-])[O-])([O-])=O)([O-])=O)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
CPD-20237	C([R2])C4(NC(/C1(\C=C/C(\[R3])=C\C=1))=C/N3(C(\N=C(CC2(\C=C/C(\[R1])=C\C=2))/C(=O)3)=4))
CPD-19791	CC(C)=CCC1(/C(O)=C(C([C@@](C(/[O-])=1)(O)CC=C(C)C)=O)C([R])=O)
CPD-14533	CCC(C)C(=O)[C@@]12([C@]([C@H](C[C@](C(C(\CC=C(C)C)=C1/O)=O)(C(=O)2)CC=C(C)C)CC=C(C)C)(C)CCC=C(C)C)
ADIPATE	C(CC([O-])=O)CCC(=O)[O-]
CPD-19790	CC(C)=CCC1(/C([O-])=C(C(C(C(/O)=1)(CC=C(C)C)CC=C(C)C)=O)C([R])=O)
CPD-7849	CC(/C=C/C=C(C)/C=C/C1(/C(CCC(C(/C)=1)=O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C[C@@H](C(C(/C)=2)=O)O)(C)C)
CPD-7852	CC(/C=C/C=C(C)/C=C/C1(/C(C[C@@H](CC(/C)=1)O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C[C@@H](C(C(/C)=2)=O)O)(C)C)
ADP	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
ADP-GROUP	C(OP(OP([O-])(=O)O)(=O)[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
CPD-9007	C(OP(=O)([O-])OP(OC[C@@H]2([C@@H](O)[C@H]1(OP([O-])(=O)OC1O2)))(=O)[O-])[C@H]5(O[C@@H](N3(C4(\C(\N=C/3)=C(N)/N=C\N=4)))[C@H](O)[C@H](O)5)
CPD-10794	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPDQT-400	CC4(\N=C(C(=O)[O-])/SC(/CCOP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])=4)
ADP-D-GLUCOSE	C([C@@H]1([C@H]([C@@H]([C@H]([C@H](O1)OP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])O)O)O))O
ADP-D-GLYCERO-D-MANNO-HEPTOSE	C(O)[C@@H](O)[C@H]4(O[C@@H](OP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@H]([C@H]([C@@H]4O)O)O)
ADENOSINE_DIPHOSPHATE_RIBOSE	C(OP(=O)([O-])OP(OC[C@@H]1([C@@H](O)[C@@H](O)C(O1)O))(=O)[O-])[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4)
ADP-L-GLYCERO-D-MANNO-HEPTOSE	C([C@@H]([C@H]4(O[C@@H](OP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@H]([C@H]([C@@H]4O)O)O))O)O
ADP-MANNOSE	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-861	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
CPD-17322	C([R])([O-])=O
CPD-17323	C(CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[R]
ADT	C1(\[NH+]=C(N)/SCC1)
AEROBACTIN	[a siderophore]
CPD-20615	C[N+](C)(C)CCC1(\C2(\C(\OP(=O)([O-])[O-])=C/C=C\C(\N\C=1)=2))
CPD-10384	CC[C@H](C)[C@H]2(C(=O)O[C@H](C)[C@@H](C(N[C@@H](CC1(\C=C/C(/O)=C\C=1))C(N[C@@H]4(C(N([C@H](C(N(C)[C@H](C(N2)=O)CC3(\C=C/C=C\C=3))=O)[C@@H](C)O)[C@@H](CC4)O)=O))=O)=O)NC([C@H](CCC(N)=O)NC([C@@H](CC5(\C=C/C(/O)=C\C=5))O)=O)=O)
CPD-10383	CCC(C)C1(C(=O)OC(C)C(C(NC(C(NC3(C(N(C(C(N(C)C(C(N1)=O)CC2(\C=C/C=C\C=2))=O)C(C)O)C(CC3)O)=O))=O)CC4(\C=C/C(CC4)O))=O)NC(C(CCC(N)=O)NC(C(CC5(\C=C/C(/O)=C\C=5))O)=O)=O)
CPD-10387	CC[C@H](C)[C@H]3(C(=O)O[C@H](C)[C@@H](C(N[C@@H](CC1(\C=C/C(/O)=C\C=1))C(N[C@@H]2(C(N([C@@H](CC2)O)[C@H](C(N(C)[C@H](C(N3)=O)CC4(\C=C/C(/O)=C\C=4))=O)CC(C)C)=O))=O)=O)NC([C@H](CCC(N)=O)NC([C@@H](CC5(\C=C/C(/O)=C\C=5))O)=O)=O)
CPD-10385	CCC(C)C2(C(=O)OC(C)C(C(NC(C(NC1(C(N(C(CC1)O)C(C(N(C)C(C(N2)=O)CC3(\C=C/C(/O)=C\C=3))=O)CC(C)C)=O))=O)CC4(\C=C/C(CC4)O))=O)NC(C(CCC(N)=O)NC(C(CC5(\C=C/C(/O)=C\C=5))O)=O)=O)
CPD-10386	CC[C@H](C)[C@H]2(C(=O)O[C@H](C)[C@@H](C(N[C@@H](CC(C)C)C(N[C@@H]1(C(N([C@@H](CC1)O)[C@H](C(N(C)[C@H](C(N2)=O)CC3(\C=C/C(/O)=C\C=3))=O)CC(C)C)=O))=O)=O)NC([C@H](CCC(N)=O)NC([C@@H](CC4(\C=C/C(/O)=C\C=4))O)=O)=O)
CPD-10382	CC[C@H](C)[C@H]2(C(=O)O[C@H](C)[C@@H](C(N[C@@H](CC1(\C=C/C(/O)=C\C=1))C(N[C@@H]4(C(N([C@H](C(N(C)[C@H](C(N2)=O)CC3(\C=C/C=C\C=3))=O)[C@@H](C)O)[C@@H](CC4)O)=O))=O)=O)NC([C@H](CCC(N)=O)NC([C@H]([C@@H](C)O)NC([C@@H](CC5(\C=C/C(/O)=C\C=5))O)=O)=O)=O)
CPD-10381	CCC(C)C1(C(=O)OC(C)C(C(NC(C(NC3(C(N(C(C(N(C)C(C(N1)=O)CC2(\C=C/C=C\C=2))=O)C(C)O)C(CC3)O)=O))=O)CC4(\C=C/C(CC4)O))=O)NC(C(CCC(N)=O)NC(C(C(C)O)NC(C(CC5(\C=C/C(/O)=C\C=5))O)=O)=O)=O)
CPD-10378	CC[C@@H](C)[C@H](C(N2([C@H](C(NCCCCN=C(N)N)=O)C[C@@H]1(CC[C@H](C[C@@H]12)OS(=O)(=O)O)))=O)NC([C@@H](CC3(\C=C/C(/O)=C\C=3))O)=O
CPD-10379	CN2(C1(\C(/C=C\C(/C=1)=N)=N/C3(\C(\C(=O)[O-])=C/C=C\C/2=3)))
CPD-10422	CN2(C1(\C(/C=C\C(/C=1)=N)=N/C3(\C(\C(=O)[O-])=C/C(/S(=O)(=O)[O-])=C\C/2=3)))
CPD-4592	COC1(\C4(/C5(\CCC(C(\C(OC(\C2(/[C@@H]3(\C=C/O[C@H](OC(\C=1)=2)3)))=4)=O)=5)=O)))
CPD-10177	COC5(\C=C1(C(\[C@@H]2(CCO[C@H](O1)2))=C3(C(\C4(/CCC(C(\C(O3)=O)=4)=O))=5)))
CPD-10178	C[C@]12(C4(/C(/O[C@@](C)(O\C=C/1)2)=C\C(\OC)=C3(C5(CCOC(=O)C(C(OC/3=4)=O)=5))))
CPD-10179	COC1(\C4(/C5(CCOC(=O)C(C(OC(\C2(/[C@@H]3(CCO[C@H](OC(\C=1)=2)3)))=4)=O)=5)))
CPD-16963	C=CC(C)(C)C5(C6(C7(/C[C@H]4([C@@](C)([C@]3(C)([C@](O)(C2(\[C@@]1(OC(C)(C)[C@@H](O1)C(=O)\C=2)CC3))CC4))C(\NC(\C=C/C=5)=6)=7))))
CPD-20164	CC3(\CC[C@H]2(C(/CC(C)(C)C[C@@H]1(C[C@@](C)12))=3))
CPD-20165	CC2(\C3(CC(C)(C)C[C@@H]1(C[C@@](C)1[C@@H](C\C=2)3)))
CPD-7026	COC3(\C=C/C(/C1(/C(C2(/C=C(C(/O)=C\C(\O\C=1)=2)/OC))=O))=C\C=3)
CPD-10077	COC4(\C=C/C(/C1(/C(C3(\C(\O\C=1)=C/C(/OC2(OC(C(C(C2O)O)O)CO))=C(/C=3)/OC))=O))=C\C=4)
CPD-10081	COC4(\C=C/C(/C1(/C(C3(\C(\O\C=1)=C/C(/OC2(OC(COC(CC([O-])=O)=O)C(O)C(O)C(O)2))=C(/C=3)/OC))=O))=C\C=4)
AG+	[Ag+]
CPD-1486	[Ag+2]
CPD-14618	COC(=O)C4(\C=C3(C(/N=C(NC(=O)CSC1(\NC2(\C(\N=1)=C/C=C\C=2)))\S3)=C\C=4))
AGARITINE	C1(/C=C(\C=C/C(/CO)=1)/NNC(=O)CC[C@H]([NH3+])C(=O)[O-])
CPD-18267	C(NC(N)=[NH2+])CCCNC2(\N([C@H]1([C@H](O)[C@H](O)[C@@H](CO)O1))\C=C/C(\[NH+]=2)=N)
AGMATHINE	C(CCC[NH3+])NC(N)=[NH2+]
CPD-21395	C(O[R2])(=O)[R1]
CPD-9987	[a siderophore]
CPD-15774	C(O)[C@H](O)[C@H](O)C(C=O)OP(=O)([O-])O[C@@H]1([C@@H](CO)OC(CO)([C@@H](O)1)O[C@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))
CPD-12357	CC2(\C[NH+](C)[C@@H]3(CC1(\C4(\C(\N\C=1)=C/C=C\C(\[C@@H](\C=2)3)=4))))
CPD-21568	C[C@H]1([C@H]2(CN3([C@@H](C[C@H](C(/C(=O)OC)=C\O1)2)C4(\NC5(/C=C\C=C/C(/C(\CC3)=4)=5)))))
CPD-14751	CC[C@H]3([C@@H]2(C4([C@@H](O)C15(C6(\C(\N(C)[C@H]1[C@H](C2)N([C@H](O)3)[C@H]4C5)=C/C=C\C=6)))))
CPD-8066	C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)OC[C@@H]2([C@H](O)[C@H](O)[C@@H](O)[C@H](O2)OC[C@@H]3([C@H](O)[C@H](O)[C@@H](O)[C@H](O3)OC[C@@H]6([C@H](O)[C@H](O)[C@@H](O)[C@@H](OC[C@@H]5([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@]4(CO)([C@@H](O)[C@H](O)[C@@H](CO)O4))O5))O6))))
CPD-15738	C([R])(=O)[O-]
CPD-15721	CC[C@@]3(O)(CC(C4(/C(/O)=C1(C(/C(=O)C2(/C=C\C=C(C(\C(=O)1)=2)\O))=C\C(\[C@@H](C(OC)=O)3)=4)))=O)
CPD-15720	CC[C@@]3(O)(C[C@@H](C4(/C(/O)=C1(C(/C(=O)C2(/C=C\C=C(C(\C(=O)1)=2)\O))=C\C(\[C@@H](C(OC)=O)3)=4)))O)
CPD-21553	C/C=C1([C@@H]3(C[C@@H]5([NH+](C1)CC[C@@]2(C4(\C(\NC\2=C3/C(OC)=O)=C/C=C\C=4))5)))
CPD-1484	[Al+3]
CPD-18948	CCC1(/C=C\C=C(CC)/C(/N(C(=O)CCl)COC)=1)
CPD0-2071	C[C@@H](C(N[C@@H](C)P(=O)([O-])[O-])=O)[NH3+]
CPD-6601	CC(C[C@H](C(NC(C)(C)C(N2([C@H](C([NH2+][C@@H](C(NC(C)(C)C(NC(C)(C)C(N[C@H](C(N[C@H](C(N[C@@H](CC1(\C=C/C=C\C=1))CO)=O)CCC(N)=O)=O)CCC([O-])=O)=O)=O)=O)C(C)C)C)CCC2))=O)=O)NC(=O)CNC(C(C)(C)NC(=O)[C@H](C(C)C)NC(C(C)(C)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C)NC(C(C)(C)NC(=O)[C@@H](C)NC(C(C)(C)NC([C@@H]3(CCCN(C(C(C)(C)NC(=O)C)=O)3))=O)=O)=O)=O)=O)C
CPD-310	C([R])(=O)[O-]
CPD-9962	C[C@@H]1([C@@]23(C(/C(=O)C1)=C(C)\[C@@](C)(C)[C@@H](C2)CC3))
ALBENDAZOLE	CCCSC1(\C=C/C2(/N=C(NC(/C=1)=2)NC(=O)OC))
ALBENDAZOLE-S-OXIDE	CCCS(=O)C2(\C=C1(C(/N=C(N1)NC(=O)OC)=C\C=2))
CPD-15208	CC(C)\C=C1(C(=O)NC(/C(=O)N1)=C/C2(\C=C/C=C\C=2))
CPD-11968	[a siderophore]
CPD-20924	C[C@@H](O)[C@@H]([NH3+])[C@H](O)[C@@H]([NH3+])C=O
CPD-22284	C(=O)[R]
CPD-16410	C[C@@H](O)[C@H](O)C[C@@H](O)C=O
CPD-16413	C[C@H](O)[C@H](O)C[C@@H](O)C=O
CPD-15629	C(=O)[R]
D-ALLOSE-6-PHOSPHATE	C(OP([O-])(=O)[O-])[C@H](O)[C@H](O)[C@H](O)[C@H](O)C=O
ALTROSE	C(=O)[R]
CPD-22556	C(=O)[C@@H](C(CO)(CO)O)O
CPD-15700	C1([R])(C(O)[C@@H](O)[C@H](O)C(O)O1)
ARABINOSE-5P	C(=O)[C@H]([C@@H]([C@@H](COP([O-])([O-])=O)O)O)O
CPD-17821	C[C@@H](O)[C@@H](O)[C@@H](O)CC=O
CPD-15618	C[C@H]([C@H](O)[C@H](O)[C@H](C=O)O)O
CPD-15590	C(=O)[R]
CPD-15984	C(=O)[C@@H]([C@H]([C@H]([C@@H](COP([O-])(=O)[O-])O)O)O)O
CPD-15633	C(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]
CPD-15374	C(=O)[R]
CPD-9755	C(=O)[C@@H]([C@H]([C@@H]([C@@H](COP([O-])(=O)[O-])O)O)O)O
CPD-15530	C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-]
CPD-15620	C(=O)[R]
CPD-15756	C(=O)[R]
CPD-21251	C([R])(=O)[O-]
CPD-15373	C(=O)[R]
CPD-15980	C([C@H]([C@H]([C@@H]([C@@H](COP([O-])(=O)[O-])O)O)O)O)=O
CPD-21250	C(=O)[C@H]([C@@H](O)[C@H](O)[C@@H](C([O-])=O)O)O
CPD-16414	C[C@@H](O)[C@@H](O)C[C@@H](O)C=O
CPD-9386	C(O)C1(C(O)C(O)C(N)C(O)O1)
CPD-21255	C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O
CPD-15406	C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O
CPD-15818	C(=O)[R]
CPD-15895	C(=O)[C@H](O)[C@H](O)[C@@H](COP([O-])([O-])=O)O
CPD-15760	C(=O)[R]
CPD-15377	C(=O)[R]
CPD-22571	C(=O)[R]
CPD-15699	C(=O)[R]
CPD-15614	C[C@H](O)[C@@H](O)C[C@H](O)C=O
CPD-22607	C[C@H](O)[C@H](O)[C@H](O)CC=O
CPD-15619	C[C@@H]([C@@H](O)[C@@H](O)[C@@H](C=O)O)O
CPD0-1083	C([R])(=O)[O-]
CPD-15626	C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O
CPD-21249	C([R])(=O)[O-]
CPD-17704	C([R])(=O)[O-]
CPD-15868	C(=O)[C@H](O)[C@H](O)[C@@H](O)CO
CPD-15383	C(O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
CPD-15617	C[C@H](O)[C@H](O)[C@@H](OC)CC=O
CPD-15405	C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
CPD-15378	C(=O)[R]
CPD-15549	C[C@@H](O)[C@@H](O)[C@@H](OC)[C@@H](OC)C=O
CPD-17015	C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-]
CPD-16416	C[C@@H](O)[C@@H](O)C[C@H](O)C=O
ALDOSTERONE	C[C@@]34([C@H]2([C@@H](O)C[C@@]1(C=O)([C@@H](CC[C@@H](C(=O)CO)1)[C@@H]2CCC/3=C\C(=O)CC4)))
CPD-14660	CC1(\C(=O)O[C@H](\C=1)O/C=C2([C@@H]4([C@H](OC(=O)2)C3(O)(C(/CCC[C@](C)(C)3)=C/4))))
ALENDRONATE	C(CCC(O)(P(=O)([O-])O)P(=O)([O-])O)[NH3+]
ALIZARIN	C([R1])C(C[R2])=O
CPD-9869	C1([R4])(C(\[R4])=C(C(/[R2])=C([R1])/C(/O)=1)/O)
DECAPRENOL-PHOSPHATE	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])[O-]
NEUROSPORENE	CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/CC/C=C(C)/CCC=C(C)C
CPD-7408	CC(C)=CCCC(\C)=C/CCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
CPD-13368	CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C=C(C)\C=C\C=O
CPD-7247	CC(/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C(C)CCO
CPD-12932	CC(C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/CCC=C(C)C
CPD-20073	CC(/C=C/C1(/C(CCCC(/C)=1)(C)C))=C\C=C\C(/C)=C\CO
All-trans-3-hydroxyretinal	CC(/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C(/C)=C\C=O
All-trans-3-hydroxyretinol	CC(/C=C/C1(/C(CCCC(/C)=1)(C)C))=C\C=C\C(/C)=C\CO
CPD-9910	CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/CCC=C(C)C
CPD-13149	CC(C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)C
CPD-9911	CC(C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/CCC=C(C)C
CPD-9908	CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/CC/C=C(C)/CCC=C(C)C
CPD-9610	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
CPD-9650	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(OP(=O)([O-])[O-])([O-])=O
CPD-12594	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])[O-]
CPD-16973	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CO
ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
ALL-TRANS-HEXAPRENYL-DIPHOSPHATE	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
CPD1F-114	CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/CCC=C(C)C
CPD-21340	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(OP(=O)([O-])[O-])(=O)[O-]
OCTAPRENYL-DIPHOSPHATE	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
PHYTOENE	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/C=C/C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
RETINAL	CC(/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C(/C)=C\C=O
RETINOATE	C([R])(=O)[O-]
CPD-13524	CC(/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C(/C)=C\CO
CHOCOLA_A	CC(/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C(/C)=C\COC(=O)[R]
CPD-9972	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(OP(=O)([O-])[O-])([O-])=O
